taxid,phylum,family,genus_species,gram_status,occupancy
1192054,Pseudomonadota,Paracoccaceae,Paracoccus sp. 228,Gram negative,29.0
1603293,Bacteroidota,Flavobacteriaceae,Flavobacterium sp. 316,Gram negative,28.0
1240678,Actinomycetota,Streptomycetaceae,Streptomyces natalensis,Gram positive,23.0
80878,Pseudomonadota,Comamonadaceae,Acidovorax temperans,Gram negative,33.0
1619232,Pseudomonadota,Nitrobacteraceae,Bradyrhizobium sp. LTSP885,Gram negative,33.0
1615890,Pseudomonadota,Nitrobacteraceae,Bradyrhizobium sp. LTSP849,Gram negative,33.0
1619233,Pseudomonadota,Nitrobacteraceae,Bradyrhizobium sp. LTSPM299,Gram negative,33.0
1616823,Pseudomonadota,Thalassospiraceae,Thalassospira sp. HJ,Gram negative,33.0
103808,Actinomycetota,Nocardiaceae,Rhodococcus sp. AD45,Gram positive,17.0
1368418,Pseudomonadota,Rhizobiaceae,Rhizobium nepotum,Gram negative,33.0
1628833,Pseudomonadota,Pseudomonadaceae,Pseudomonas sp. ES3-33,Gram negative,33.0
61645,Pseudomonadota,Enterobacteriaceae,Enterobacter asburiae,Gram negative,33.0
1347790,Bacteroidota,Prevotellaceae,Prevotella intermedia,Gram negative,28.0
1163741,Campylobacterota,Helicobacteraceae,Helicobacter pylori,Gram negative,33.0
1133852,Pseudomonadota,Enterobacteriaceae,Escherichia coli,Gram negative,33.0
1420012,Pseudomonadota,Enterobacteriaceae,Klebsiella pneumoniae,Gram negative,33.0
630,Pseudomonadota,Yersiniaceae,Yersinia enterocolitica,Gram negative,33.0
360102,Pseudomonadota,Yersiniaceae,Yersinia pestis,Gram negative,33.0
344610,Pseudomonadota,Enterobacteriaceae,Escherichia coli,Gram negative,33.0
525376,Bacillota,Staphylococcaceae,Staphylococcus epidermidis,Gram positive,14.0
320371,Pseudomonadota,Burkholderiaceae,Burkholderia pseudomallei,Gram negative,33.0
520462,Pseudomonadota,Brucellaceae,Brucella pinnipedialis,Gram negative,33.0
548470,Bacillota,Staphylococcaceae,Staphylococcus aureus,Gram positive,14.0
997883,Bacteroidota,Bacteroidaceae,Bacteroides fragilis,Gram negative,28.0
1281200,Pseudomonadota,Enterobacteriaceae,Escherichia coli,Gram negative,33.0
1227271,Bacteroidota,Porphyromonadaceae,Porphyromonas gingivalis,Gram negative,27.0
1287287,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. LSHC414A00,Gram negative,33.0
1287273,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. LNJC391B00,Gram negative,33.0
363952,Pseudomonadota,Comamonadaceae,Comamonas thiooxydans,Gram negative,33.0
1498212,Uroviricota,Herelleviridae,Caeruleovirus JBP901,NA,14.0
65058,Actinomycetota,Corynebacteriaceae,Corynebacterium ulcerans,Gram positive,17.0
1505596,Pseudomonadota,Enterobacteriaceae,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,Gram negative,30.0
1632857,Pseudomonadota,Sulfuricellaceae,Sulfuricella sp. T08,Gram negative,33.0
1219043,Pseudomonadota,Sphingomonadaceae,Sphingomonas changbaiensis,Gram negative,28.0
1546029,Pseudomonadota,Pseudomonadaceae,Pseudomonas sp. 10-1B,Gram negative,33.0
1619948,Pseudomonadota,Pseudomonadaceae,Pseudomonas sp. 21,Gram negative,33.0
1619951,Pseudomonadota,Burkholderiaceae,Burkholderiaceae bacterium 26,Gram negative,33.0
1619952,Pseudomonadota,Burkholderiaceae,Burkholderiaceae bacterium 16,Gram negative,33.0
1427391,Actinomycetota,Pseudonocardiaceae,Saccharothrix sp. ST-888,Gram positive,22.0
1891914,Bacillota,Streptococcaceae,Streptococcus oralis,Gram positive,28.0
1077464,Bacillota,Streptococcaceae,Streptococcus oralis,Gram positive,28.0
1616781,Pseudomonadota,Vibrionaceae,Vibrio sp. S234-5,Gram negative,33.0
1629712,Pseudomonadota,Rhizobiaceae,Hoeflea sp. BRH_c9,Gram negative,33.0
1629710,Pseudomonadota,Hyphomonadaceae,Hyphomonas sp. BRH_c22,Gram negative,28.0
1629709,Pseudomonadota,Roseobacteraceae,Roseovarius sp. BRH_c41,Gram negative,29.0
1629714,Bacillota,Peptococcaceae,Peptococcaceae bacterium BRH_c23,Gram positive,14.0
1609135,Actinomycetota,Streptomycetaceae,Streptomyces sp. NRRL S-104,Gram positive,23.0
579484,Pseudomonadota,Oceanospirillaceae,Marinomonas sp. S3726,Gram negative,33.0
579483,Pseudomonadota,Roseobacteraceae,Loktanella sp. S4079,Gram negative,29.0
132476,Pseudomonadota,Pseudomonadaceae,Pseudomonas kilonensis,Gram negative,33.0
1406902,Pseudomonadota,Vibrionaceae,Salinivibrio sp. KP-1,Gram negative,33.0
59202,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
927665,Bacteroidota,Tannerellaceae,Parabacteroides goldsteinii,Gram negative,27.0
1078087,Bacteroidota,Tannerellaceae,Parabacteroides sp. HGS0025,Gram negative,27.0
133190,Pseudomonadota,Sphingomonadaceae,Sphingomonas sp. SRS2,Gram negative,33.0
265726,Pseudomonadota,Vibrionaceae,Photobacterium halotolerans,Gram negative,33.0
1415558,Actinomycetota,Streptomycetaceae,Streptomyces sp. WM6386,Gram positive,23.0
1581149,Pseudomonadota,Vibrionaceae,Grimontia sp. AD028,Gram negative,33.0
1129367,Pseudomonadota,Pseudoalteromonadaceae,Pseudoalteromonas luteoviolacea,Gram negative,33.0
430066,Pseudomonadota,Brucellaceae,Brucella abortus,Gram negative,33.0
588858,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
35755,Actinomycetota,Corynebacteriaceae,Corynebacterium kutscheri,Gram positive,17.0
1261127,Pseudomonadota,Enterobacteriaceae,Citrobacter amalonaticus,Gram negative,33.0
161896,Actinomycetota,Corynebacteriaceae,Corynebacterium camporealensis,Gram positive,17.0
92706,Actinomycetota,Corynebacteriaceae,Brevibacterium flavum,Gram positive,17.0
44574,Pseudomonadota,Nitrosomonadaceae,Nitrosomonas communis,Gram negative,33.0
1620392,Pseudomonadota,Spongiibacteraceae,Spongiibacter sp. IMCC21906,Gram negative,33.0
444103,Actinomycetota,Streptomycetaceae,Streptomyces sp. CNQ-509,Gram positive,23.0
1620421,Pseudomonadota,Rhizobiaceae,Hoeflea sp. IMCC20628,Gram negative,33.0
1194971,Bacillota,Lactobacillaceae,Ligilactobacillus salivarius,Gram positive,13.0
1649877,Pseudomonadota,Pseudomonadaceae,Pseudomonas sp. CCOS 191,Gram negative,33.0
413882,Pseudomonadota,Sphaerotilaceae,Caldimonas brevitalea,Gram negative,33.0
1050174,Actinomycetota,Corynebacteriaceae,Corynebacterium epidermidicanis,Gram positive,17.0
571915,Actinomycetota,Corynebacteriaceae,Corynebacterium mustelae,Gram positive,17.0
136857,Actinomycetota,Corynebacteriaceae,Corynebacterium testudinoris,Gram positive,17.0
1072256,Actinomycetota,Corynebacteriaceae,Corynebacterium uterequi,Gram positive,17.0
60550,Pseudomonadota,Burkholderiaceae,Burkholderia pyrrocinia,Gram negative,33.0
543877,Pseudomonadota,Erythrobacteraceae,Pelagerythrobacter marensis,Gram negative,33.0
1590,Bacillota,Lactobacillaceae,Lactiplantibacillus plantarum,Gram positive,13.0
1440762,Pseudomonadota,Rhodanobacteraceae,Dyella japonica,Gram negative,33.0
1440763,Pseudomonadota,Rhodanobacteraceae,Luteibacter rhizovicinus,Gram negative,33.0
1447256,Campylobacterota,Arcobacteraceae,Aliarcobacter butzleri,Gram negative,33.0
1447263,Campylobacterota,Arcobacteraceae,Aliarcobacter butzleri,Gram negative,33.0
1582,Bacillota,Lactobacillaceae,Lacticaseibacillus casei,Gram positive,13.0
1547516,Pseudomonadota,Lysobacteraceae,Luteimonas sp. FCS-9,Gram negative,33.0
1647102,Pseudomonadota,Vibrionaceae,Vibrio sp. VPAP30,Gram negative,34.0
1428449,Thermotogota,Petrotogaceae,Marinitoga sp. 1197,Gram negative,27.0
1428448,Thermotogota,Petrotogaceae,Marinitoga sp. 1155,Gram negative,27.0
199310,Pseudomonadota,Enterobacteriaceae,Escherichia coli,Gram negative,33.0
243160,Pseudomonadota,Burkholderiaceae,Burkholderia mallei,Gram negative,33.0
295319,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
314565,Pseudomonadota,Lysobacteraceae,Xanthomonas campestris,Gram negative,33.0
331271,Pseudomonadota,Burkholderiaceae,Burkholderia orbicola,Gram negative,33.0
377628,Pseudomonadota,Yersiniaceae,Yersinia pestis,Gram negative,33.0
405955,Pseudomonadota,Enterobacteriaceae,Escherichia coli,Gram negative,33.0
208963,Pseudomonadota,Pseudomonadaceae,Pseudomonas aeruginosa,Gram negative,33.0
345073,Pseudomonadota,Vibrionaceae,Vibrio cholerae,Gram negative,33.0
444178,Pseudomonadota,Brucellaceae,Brucella ovis,Gram negative,33.0
502800,Pseudomonadota,Yersiniaceae,Yersinia pseudotuberculosis,Gram negative,33.0
423368,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
565050,Pseudomonadota,Caulobacteraceae,Caulobacter vibrioides,Gram negative,33.0
716541,Pseudomonadota,Enterobacteriaceae,Enterobacter cloacae,Gram negative,33.0
718251,Pseudomonadota,Hafniaceae,Edwardsiella tarda,Gram negative,33.0
685038,Pseudomonadota,Enterobacteriaceae,Escherichia coli,Gram negative,33.0
1028307,Pseudomonadota,Enterobacteriaceae,Klebsiella aerogenes,Gram negative,33.0
204722,Pseudomonadota,Brucellaceae,Brucella suis,Gram negative,33.0
1125630,Pseudomonadota,Enterobacteriaceae,Klebsiella pneumoniae,Gram negative,33.0
1006551,Pseudomonadota,Enterobacteriaceae,Klebsiella michiganensis,Gram negative,33.0
884204,Pseudomonadota,Burkholderiaceae,Burkholderia pseudomallei,Gram negative,33.0
83334,Pseudomonadota,Enterobacteriaceae,Escherichia coli,Gram negative,33.0
269084,Cyanobacteriota,Synechococcaceae,Synechococcus elongatus,Gram negative,14.0
426430,Bacillota,Staphylococcaceae,Staphylococcus aureus,Gram positive,14.0
395019,Pseudomonadota,Burkholderiaceae,Burkholderia multivorans,Gram negative,33.0
932677,Pseudomonadota,Erwiniaceae,Pantoea ananatis,Gram negative,33.0
257310,Pseudomonadota,Alcaligenaceae,Bordetella bronchiseptica,Gram negative,33.0
283165,Pseudomonadota,Bartonellaceae,Bartonella quintana,Gram negative,34.0
283166,Pseudomonadota,Bartonellaceae,Bartonella henselae,Gram negative,34.0
585057,Pseudomonadota,Enterobacteriaceae,Escherichia coli,Gram negative,33.0
645462,Bacillota,Peptostreptococcaceae,Clostridioides difficile,Gram positive,16.0
568814,Bacillota,Streptococcaceae,Streptococcus suis,Gram positive,28.0
216597,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
930944,Pseudomonadota,Yersiniaceae,Yersinia enterocolitica,Gram negative,33.0
354242,Campylobacterota,Campylobacteraceae,Campylobacter jejuni,Gram negative,32.0
375177,Pseudomonadota,Pasteurellaceae,Haemophilus influenzae,Gram negative,33.0
478008,Pseudomonadota,Enterobacteriaceae,Escherichia coli,Gram negative,33.0
32052,Cyanobacteriota,Synechococcaceae,Synechococcus sp. WH 8020,Gram negative,15.0
1653480,Actinomycetota,Pseudonocardiaceae,Alloactinosynnema sp. L-07,Gram positive,17.0
491,Pseudomonadota,Neisseriaceae,Neisseria meningitidis,Gram negative,33.0
666,Pseudomonadota,Vibrionaceae,Vibrio cholerae,Gram negative,33.0
624,Pseudomonadota,Enterobacteriaceae,Shigella sonnei,Gram negative,33.0
1619235,Pseudomonadota,Pseudomonadaceae,Pseudomonas sp. BICA1-14,Gram negative,33.0
1659191,Bacillota,Bacillaceae,Geobacillus sp. T6,Gram positive,13.0
1423322,Bacteroidota,Flavobacteriaceae,Flavobacterium sp. ABG,Gram negative,13.0
908627,Pseudomonadota,Burkholderiaceae,Caballeronia mineralivorans,Gram negative,33.0
1406431,Pseudomonadota,Oxalobacteraceae,Massilia sp. WF1,Gram negative,33.0
999898,Bacillota,Peptococcaceae,Peptococcaceae bacterium CEB3,Gram positive,13.0
1504536,Bacillota,Lachnospiraceae,Robinsoniella sp. RHS,Gram positive,16.0
320778,Pseudomonadota,Vibrionaceae,Photobacterium ganghwense,Gram negative,33.0
1686381,Pseudomonadota,Enterobacteriaceae,Citrobacter sp. MGH106,Gram negative,33.0
1686382,Pseudomonadota,Enterobacteriaceae,Citrobacter sp. MGH109,Gram negative,33.0
1134687,Pseudomonadota,Enterobacteriaceae,Klebsiella michiganensis,Gram negative,33.0
1526735,Pseudomonadota,Chromobacteriaceae,Vogesella sp. EB,Gram negative,33.0
1618204,Pseudomonadota,Paracoccaceae,Puniceibacterium sp. IMCC21224,Gram negative,29.0
292,Pseudomonadota,Burkholderiaceae,Burkholderia cepacia,Gram negative,33.0
328812,Bacteroidota,Tannerellaceae,Parabacteroides goldsteinii,Gram negative,27.0
1664069,Bacillota,Bacillaceae,Bacillus glycinifermentans,Gram positive,19.0
1775876,Pseudomonadota,Lysobacteraceae,Xanthomonas sp. NCPPB 1128,Gram negative,33.0
1608994,Pseudomonadota,Pseudomonadaceae,Pseudomonas weihenstephanensis,Gram negative,33.0
1628206,Bacillota,Bacillaceae,Bacillus sp. LK2,Gram positive,19.0
1628193,Pseudomonadota,Chromobacteriaceae,Chromobacterium sp. LK1,Gram negative,33.0
1628212,Pseudomonadota,Chromobacteriaceae,Chromobacterium sp. LK11,Gram negative,33.0
885586,Bacteroidota,Weeksellaceae,Chryseobacterium sp. BLS98,Gram negative,9.0
558151,Bacteroidota,Weeksellaceae,Chryseobacterium angstadtii,Gram negative,9.0
1420583,Pseudomonadota,Sphingomonadaceae,Sphingobium cupriresistens,Gram negative,33.0
1114963,Pseudomonadota,Sphingomonadaceae,Novosphingobium barchaimii,Gram negative,34.0
1430899,Bacillota,Listeriaceae,Listeria fleischmannii,Gram positive,14.0
435910,Pseudomonadota,Enterobacteriaceae,Franconibacter pulveris,Gram negative,33.0
1628855,Pseudomonadota,Erwiniaceae,bacteria symbiont BFo1 of Frankliniella occidentalis,Gram negative,33.0
742734,Bacillota,Lachnospiraceae,Enterocloster citroniae,Gram positive,20.0
457389,Bacteroidota,Bacteroidaceae,Bacteroides sp. 3_1_13,Gram negative,28.0
360094,Pseudomonadota,Lysobacteraceae,Xanthomonas oryzae,Gram negative,33.0
218493,Pseudomonadota,Enterobacteriaceae,Salmonella bongori,Gram negative,33.0
1662285,Pseudomonadota,Methylophilaceae,Methylophilus sp. TWE2,Gram negative,33.0
1458307,Pseudomonadota,Roseobacteraceae,Octadecabacter temperatus,Gram negative,29.0
1032069,Campylobacterota,Campylobacteraceae,Campylobacter ureolyticus,Gram negative,32.0
1678028,Pseudomonadota,Oxalobacteraceae,Massilia sp. NR 4-1,Gram negative,33.0
1236517,Bacteroidota,Prevotellaceae,Prevotella fusca,Gram negative,28.0
1221522,Pseudomonadota,Pseudomonadaceae,Pseudomonas fluorescens,Gram negative,33.0
156976,Actinomycetota,Corynebacteriaceae,Corynebacterium riegelii,Gram positive,17.0
1671721,Pseudomonadota,Marinobacteraceae,Marinobacter sp. CP1,Gram negative,33.0
278992,Actinomycetota,Streptomycetaceae,Streptomyces ambofaciens,Gram positive,23.0
1690456,Uroviricota,Herelleviridae,Tsarbombavirus tsarbomba,NA,14.0
1403336,Bacteroidota,Porphyromonadaceae,Porphyromonas gingivalis,Gram negative,27.0
1195923,Pseudomonadota,Lysobacteraceae,Xanthomonas translucens,Gram negative,33.0
227946,Pseudomonadota,Lysobacteraceae,Xanthomonas translucens,Gram negative,33.0
487906,Pseudomonadota,Lysobacteraceae,Xanthomonas translucens,Gram negative,33.0
375574,Pseudomonadota,Chromobacteriaceae,Gulbenkiania indica,Gram negative,33.0
466044,Pseudomonadota,Stappiaceae,Pannonibacter indicus,Gram negative,33.0
1679168,Bacillota,Bacillaceae,Bacillus sp. FJAT-27231,Gram positive,16.0
412614,Pseudomonadota,Vibrionaceae,Vibrio cholerae,Gram negative,33.0
1678637,Actinomycetota,Streptomycetaceae,Streptomyces caatingaensis,Gram positive,23.0
1681828,Bacteroidota,Weeksellaceae,Chryseobacterium sp. Hurlbut01,Gram negative,9.0
1681194,Pseudomonadota,Pseudomonadaceae,Pseudomonas sp. RIT-PI-a,Gram negative,33.0
1681196,Pseudomonadota,Enterobacteriaceae,Klebsiella sp. RIT-PI-d,Gram negative,33.0
379893,Pseudomonadota,Enterobacteriaceae,Trabulsiella odontotermitis,Gram negative,33.0
121719,Pseudomonadota,Stappiaceae,Pannonibacter phragmitetus,Gram negative,33.0
1306953,Pseudomonadota,Erythrobacteraceae,Qipengyuania citrea,Gram negative,33.0
1692501,Pseudomonadota,Methylobacteriaceae,Methylobacterium sp. ARG-1,Gram negative,33.0
1686064,Pseudomonadota,Sphaerotilaceae,Methylibium sp. NZG,Gram negative,33.0
1167641,Pseudomonadota,Lysobacteraceae,Stenotrophomonas geniculata,Gram negative,33.0
1566026,Bacteroidota,Roseivirgaceae,Roseivirga seohaensis,Gram negative,28.0
106592,Pseudomonadota,Rhizobiaceae,Ensifer adhaerens,Gram negative,33.0
663,Pseudomonadota,Vibrionaceae,Vibrio alginolyticus,Gram negative,33.0
1961,Actinomycetota,Streptomycetaceae,Streptomyces virginiae,Gram positive,23.0
28901,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
742178,Pseudomonadota,Morganellaceae,Xenorhabdus sp. GDc328,Gram negative,33.0
83964,Pseudomonadota,Pseudomonadaceae,Pseudomonas coronafaciens,Gram negative,33.0
1704289,Bacillota,Bacillaceae,Lysinibacillus sp. FJAT-14745,Gram positive,14.0
1661745,Pseudomonadota,Pasteurellaceae,Haemophilus sp. C1,Gram negative,33.0
1705388,Cyanobacteriota,Microcoleaceae,Planktothricoides sp. SR001,Gram negative,14.0
364029,Pseudomonadota,Comamonadaceae,Comamonas sp. E6,Gram negative,33.0
284040,Actinomycetota,Streptomycetaceae,Streptomyces variegatus,Gram positive,23.0
1642949,Pseudomonadota,Sphingomonadaceae,Sphingomonas sp. Ag1,Gram negative,33.0
74704,Bacillota,Staphylococcaceae,Staphylococcus cohnii,Gram positive,14.0
1455638,Bacillota,Bacillaceae,Bacillus sp. SA1-12,Gram positive,14.0
336831,Pseudomonadota,Chromatiaceae,Arsukibacterium ikkense,Gram negative,33.0
1632859,Pseudomonadota,Chromatiaceae,Arsukibacterium sp. MJ3,Gram negative,33.0
1649647,Pseudomonadota,Oxalobacteraceae,Janthinobacterium sp. KBS0711,Gram negative,33.0
38301,Actinomycetota,Corynebacteriaceae,Corynebacterium minutissimum,Gram positive,17.0
56193,Pseudomonadota,Sphingomonadaceae,Sphingobium chungbukense,Gram negative,33.0
1120688,Pseudomonadota,Rhizobiaceae,Rhizobium sp. LC145,Gram negative,33.0
38300,Actinomycetota,Streptomycetaceae,Streptomyces pristinaespiralis,Gram positive,23.0
1705617,Bacteroidota,Flavobacteriaceae,Capnocytophaga sp. oral taxon 323,Gram negative,28.0
1265350,Pseudomonadota,Erwiniaceae,Buchnera aphidicola,Gram negative,30.0
76859,Fusobacteriota,Fusobacteriaceae,Fusobacterium animalis,Gram negative,28.0
1385663,Bacteroidota,Hymenobacteraceae,Hymenobacter sp. DG25A,Gram negative,28.0
1267562,Pseudomonadota,Burkholderiaceae,Cupriavidus gilardii,Gram negative,33.0
445576,Actinomycetota,Pseudonocardiaceae,Pseudonocardia sp. AL041005-10,Gram positive,21.0
1641402,Actinomycetota,Pseudonocardiaceae,Pseudonocardia sp. HH130629-09,Gram positive,21.0
931089,Actinomycetota,Corynebacteriaceae,Corynebacterium deserti,Gram positive,17.0
292913,Pseudomonadota,Sphingomonadaceae,Sphingopyxis sp. 113P3,Gram negative,33.0
1649184,Actinomycetota,Streptomycetaceae,Streptomyces sp. CFMR 7,Gram positive,23.0
76856,Fusobacteriota,Fusobacteriaceae,Fusobacterium nucleatum,Gram negative,28.0
311410,Pseudomonadota,Stappiaceae,Roseibium album,Gram negative,33.0
550,Pseudomonadota,Enterobacteriaceae,Enterobacter cloacae,Gram negative,33.0
1932366,Bacillota,Bacillaceae,Lysinibacillus sp. FJAT-14222,Gram positive,14.0
1519475,Actinomycetota,Streptomycetaceae,Streptomyces sp. NRRL F-5755,Gram positive,23.0
1415557,Actinomycetota,Streptomycetaceae,Streptomyces sp. WM6378,Gram positive,23.0
1519487,Actinomycetota,Streptomycetaceae,Streptomyces sp. H036,Gram positive,23.0
1519489,Actinomycetota,Streptomycetaceae,Streptomyces sp. AS58,Gram positive,23.0
1519491,Actinomycetota,Streptomycetaceae,Streptomyces sp. NRRL WC-3723,Gram positive,23.0
1415561,Actinomycetota,Streptomycetaceae,Streptomyces sp. XY332,Gram positive,23.0
50340,Pseudomonadota,Pseudomonadaceae,Pseudomonas fuscovaginae,Gram negative,33.0
1643452,Bacillota,Bacillaceae,Bacillus sp. CHD6a,Gram positive,14.0
129139,Pseudomonadota,Pseudomonadaceae,Pseudomonas amygdali,Gram negative,33.0
1415546,Actinomycetota,Streptomycetaceae,Streptomyces sp. MMG1533,Gram positive,23.0
1519486,Actinomycetota,Streptomycetaceae,Streptomyces sp. H021,Gram positive,23.0
1519490,Actinomycetota,Streptomycetaceae,Streptomyces sp. NRRL WC-3618,Gram positive,23.0
1415549,Actinomycetota,Streptomycetaceae,Streptomyces sp. NRRL B-1140,Gram positive,23.0
1519498,Actinomycetota,Streptomycetaceae,Streptomyces sp. NRRL F-7442,Gram positive,23.0
1300348,Bacteroidota,Flavobacteriaceae,Polaribacter dokdonensis,Gram negative,28.0
59511,Pseudomonadota,Pseudomonadaceae,Pseudomonas syringae group genomosp. 3,Gram negative,33.0
81035,Pseudomonadota,Pseudomonadaceae,Pseudomonas syringae,Gram negative,33.0
1354267,Pseudomonadota,Morganellaceae,Moellerella wisconsensis,Gram negative,33.0
1523417,Pseudomonadota,Boseaceae,Bosea sp. AAP35,Gram negative,33.0
1523430,Pseudomonadota,Nitrobacteraceae,Rhodopseudomonas sp. AAP120,Gram negative,33.0
1415545,Actinomycetota,Streptomycetaceae,Streptomyces sp. MMG1522,Gram positive,23.0
1519494,Actinomycetota,Nocardiopsaceae,Nocardiopsis sp. NRRL B-16309,Gram positive,22.0
1415542,Actinomycetota,Pseudonocardiaceae,Saccharothrix sp. NRRL B-16348,Gram positive,17.0
1389006,Pseudomonadota,Roseobacteraceae,Shimia sp. SK013,Gram negative,34.0
1519471,Actinomycetota,Streptomycetaceae,Streptomyces sp. NRRL S-4,Gram positive,23.0
