Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase CwlD [Garciella nitratireducens],Garciella nitratireducens,197,197,98%,4e-61,51.87,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_087678899.1?report=genbank&log$=prottop&blast_rank=89&RID=96KSZWM4016"",""WP_087678899.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Vallitalea pronyensis],Vallitalea pronyensis,197,197,100%,7e-61,52.91,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246552309.1?report=genbank&log$=prottop&blast_rank=90&RID=96KSZWM4016"",""WP_246552309.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Vallitalea guaymasensis],Vallitalea guaymasensis,194,194,100%,1e-59,50.26,234,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_113673112.1?report=genbank&log$=prottop&blast_rank=91&RID=96KSZWM4016"",""WP_113673112.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Caldicoprobacter faecalis],Caldicoprobacter faecalis,190,190,98%,3e-58,49.20,230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_025746822.1?report=genbank&log$=prottop&blast_rank=92&RID=96KSZWM4016"",""WP_025746822.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Caldicoprobacter algeriensis],Caldicoprobacter algeriensis,187,187,98%,3e-57,48.66,231,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_252227620.1?report=genbank&log$=prottop&blast_rank=93&RID=96KSZWM4016"",""WP_252227620.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Caldicoprobacter guelmensis],Caldicoprobacter guelmensis,187,187,98%,6e-57,48.13,230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_204486493.1?report=genbank&log$=prottop&blast_rank=94&RID=96KSZWM4016"",""WP_204486493.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Tepidimicrobium xylanilyticum],Tepidimicrobium xylanilyticum,187,187,100%,6e-57,52.38,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_093751629.1?report=genbank&log$=prottop&blast_rank=95&RID=96KSZWM4016"",""WP_093751629.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Alkaliphilus oremlandii],Alkaliphilus oremlandii,186,186,100%,1e-56,47.09,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_041718922.1?report=genbank&log$=prottop&blast_rank=96&RID=96KSZWM4016"",""WP_041718922.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Xylanivirga thermophila],Xylanivirga thermophila,184,184,98%,8e-56,49.20,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_129723693.1?report=genbank&log$=prottop&blast_rank=97&RID=96KSZWM4016"",""WP_129723693.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Defluviitalea raffinosedens],Defluviitalea raffinosedens,183,183,98%,1e-55,48.13,232,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_158741066.1?report=genbank&log$=prottop&blast_rank=98&RID=96KSZWM4016"",""WP_158741066.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Koleobacter methoxysyntrophicus],Koleobacter methoxysyntrophicus,182,182,100%,5e-55,45.31,255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_206709205.1?report=genbank&log$=prottop&blast_rank=99&RID=96KSZWM4016"",""WP_206709205.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus faecalis],Paenibacillus faecalis,182,182,98%,6e-55,49.73,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106767134.1?report=genbank&log$=prottop&blast_rank=100&RID=96KSZWM4016"",""WP_106767134.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Defluviitalea phaphyphila],Defluviitalea phaphyphila,181,181,98%,1e-54,48.66,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058486040.1?report=genbank&log$=prottop&blast_rank=101&RID=96KSZWM4016"",""WP_058486040.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Ructibacterium gallinarum],Ructibacterium gallinarum,181,181,98%,2e-54,47.09,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_226392922.1?report=genbank&log$=prottop&blast_rank=102&RID=96KSZWM4016"",""WP_226392922.1"")"
N-acetylmuramoyl-L-alanine amidase [Calorimonas adulescens],Calorimonas adulescens,179,179,100%,3e-54,48.15,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238988760.1?report=genbank&log$=prottop&blast_rank=103&RID=96KSZWM4016"",""WP_238988760.1"")"
N-acetylmuramoyl-L-alanine amidase [Sedimentibacter hydroxybenzoicus],Sedimentibacter hydroxybenzoicus,179,179,100%,6e-54,49.47,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_179239451.1?report=genbank&log$=prottop&blast_rank=104&RID=96KSZWM4016"",""WP_179239451.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Halalkalibacter krulwichiae],Halalkalibacter krulwichiae,179,179,100%,1e-53,47.62,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066159657.1?report=genbank&log$=prottop&blast_rank=105&RID=96KSZWM4016"",""WP_066159657.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Alkalihalobacillus alcalophilus],Alkalihalobacillus alcalophilus,179,179,98%,1e-53,49.73,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_040323640.1?report=genbank&log$=prottop&blast_rank=106&RID=96KSZWM4016"",""WP_040323640.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Halalkalibacter alkalisediminis],Halalkalibacter alkalisediminis,179,179,100%,1e-53,46.56,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_273846232.1?report=genbank&log$=prottop&blast_rank=107&RID=96KSZWM4016"",""WP_273846232.1"")"
N-acetylmuramoyl-L-alanine amidase [Sedimentibacter acidaminivorans],Sedimentibacter acidaminivorans,179,179,100%,1e-53,48.95,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209510823.1?report=genbank&log$=prottop&blast_rank=108&RID=96KSZWM4016"",""WP_209510823.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Keratinibaculum paraultunense],Keratinibaculum paraultunense,178,178,98%,2e-53,54.01,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_132029559.1?report=genbank&log$=prottop&blast_rank=109&RID=96KSZWM4016"",""WP_132029559.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Halalkalibacter akibai],Halalkalibacter akibai,177,177,100%,3e-53,47.09,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_268870941.1?report=genbank&log$=prottop&blast_rank=110&RID=96KSZWM4016"",""WP_268870941.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus tuaregi],Paenibacillus tuaregi,177,177,98%,8e-53,47.59,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068620351.1?report=genbank&log$=prottop&blast_rank=111&RID=96KSZWM4016"",""WP_068620351.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Acetivibrio saccincola],Acetivibrio saccincola,176,176,100%,2e-52,48.42,240,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_101302942.1?report=genbank&log$=prottop&blast_rank=112&RID=96KSZWM4016"",""WP_101302942.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Alkalihalobacillus okhensis],Alkalihalobacillus okhensis,176,176,100%,2e-52,46.56,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_034631435.1?report=genbank&log$=prottop&blast_rank=113&RID=96KSZWM4016"",""WP_034631435.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Qingrenia yutianensis],Qingrenia yutianensis,175,175,98%,3e-52,50.53,240,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_262431296.1?report=genbank&log$=prottop&blast_rank=114&RID=96KSZWM4016"",""WP_262431296.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Halalkalibacter urbisdiaboli],Halalkalibacter urbisdiaboli,175,175,98%,4e-52,48.66,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_088106075.1?report=genbank&log$=prottop&blast_rank=115&RID=96KSZWM4016"",""WP_088106075.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Bacillus solitudinis],Bacillus solitudinis,175,175,98%,4e-52,46.52,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_100406028.1?report=genbank&log$=prottop&blast_rank=116&RID=96KSZWM4016"",""WP_100406028.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus turpanensis],Paenibacillus turpanensis,175,175,98%,5e-52,48.94,251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_166245924.1?report=genbank&log$=prottop&blast_rank=117&RID=96KSZWM4016"",""WP_166245924.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Zhenhengia yiwuensis],Zhenhengia yiwuensis,174,174,98%,6e-52,47.34,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_177670332.1?report=genbank&log$=prottop&blast_rank=118&RID=96KSZWM4016"",""WP_177670332.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Halalkalibacter alkaliphilus],Halalkalibacter alkaliphilus,174,174,100%,7e-52,46.56,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_250097935.1?report=genbank&log$=prottop&blast_rank=119&RID=96KSZWM4016"",""WP_250097935.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Mesobacillus persicus],Mesobacillus persicus,174,174,100%,8e-52,48.68,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090749614.1?report=genbank&log$=prottop&blast_rank=120&RID=96KSZWM4016"",""WP_090749614.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerocolumna sedimenticola],Anaerocolumna sedimenticola,174,174,98%,1e-51,46.52,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_161836918.1?report=genbank&log$=prottop&blast_rank=121&RID=96KSZWM4016"",""WP_161836918.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Halalkalibacter wakoensis],Halalkalibacter wakoensis,173,173,100%,1e-51,46.03,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_034745295.1?report=genbank&log$=prottop&blast_rank=122&RID=96KSZWM4016"",""WP_034745295.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Bianquea renquensis],Bianquea renquensis,174,174,98%,1e-51,44.92,245,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_177714296.1?report=genbank&log$=prottop&blast_rank=123&RID=96KSZWM4016"",""WP_177714296.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Aneurinibacillus terranovensis],Aneurinibacillus terranovensis,173,173,100%,2e-51,46.03,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_027415383.1?report=genbank&log$=prottop&blast_rank=124&RID=96KSZWM4016"",""WP_027415383.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus lutrae],Paenibacillus lutrae,173,173,98%,3e-51,48.13,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157338633.1?report=genbank&log$=prottop&blast_rank=125&RID=96KSZWM4016"",""WP_157338633.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus solani],Paenibacillus solani,173,173,98%,3e-51,48.66,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_053491321.1?report=genbank&log$=prottop&blast_rank=126&RID=96KSZWM4016"",""WP_053491321.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus ginsengihumi],Paenibacillus ginsengihumi,173,173,98%,4e-51,46.52,251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_019535625.1?report=genbank&log$=prottop&blast_rank=127&RID=96KSZWM4016"",""WP_019535625.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Anaeromicropila herbilytica],Anaeromicropila herbilytica,172,172,98%,5e-51,48.13,231,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_271713832.1?report=genbank&log$=prottop&blast_rank=128&RID=96KSZWM4016"",""WP_271713832.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerocolumna aminovalerica],Anaerocolumna aminovalerica,172,172,98%,6e-51,47.06,246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_091688019.1?report=genbank&log$=prottop&blast_rank=129&RID=96KSZWM4016"",""WP_091688019.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus uliginis],Paenibacillus uliginis,172,172,98%,6e-51,47.59,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_208917632.1?report=genbank&log$=prottop&blast_rank=130&RID=96KSZWM4016"",""WP_208917632.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Mesobacillus maritimus],Mesobacillus maritimus,172,172,98%,6e-51,49.73,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_251435830.1?report=genbank&log$=prottop&blast_rank=131&RID=96KSZWM4016"",""WP_251435830.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermoclostridium caenicola],Thermoclostridium caenicola,171,171,98%,8e-51,47.87,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_149677565.1?report=genbank&log$=prottop&blast_rank=132&RID=96KSZWM4016"",""WP_149677565.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus lemnae],Paenibacillus lemnae,172,172,98%,9e-51,46.52,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169506267.1?report=genbank&log$=prottop&blast_rank=133&RID=96KSZWM4016"",""WP_169506267.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Thermoanaerobacter wiegelii],Thermoanaerobacter wiegelii,171,171,98%,9e-51,47.06,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014063465.1?report=genbank&log$=prottop&blast_rank=134&RID=96KSZWM4016"",""WP_014063465.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Halalkalibacterium halodurans],Halalkalibacterium halodurans,171,171,100%,1e-50,46.03,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_053432084.1?report=genbank&log$=prottop&blast_rank=135&RID=96KSZWM4016"",""WP_053432084.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Thermoanaerobacter],Thermoanaerobacter,171,171,98%,1e-50,47.06,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_003868498.1?report=genbank&log$=prottop&blast_rank=136&RID=96KSZWM4016"",""WP_003868498.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerotignum lactatifermentans],Anaerotignum lactatifermentans,171,171,98%,1e-50,45.99,235,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243184133.1?report=genbank&log$=prottop&blast_rank=137&RID=96KSZWM4016"",""WP_243184133.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Thermoanaerobacter mathranii],Thermoanaerobacter mathranii,171,171,98%,1e-50,46.52,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013150786.1?report=genbank&log$=prottop&blast_rank=138&RID=96KSZWM4016"",""WP_013150786.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Thermoanaerobacter italicus],Thermoanaerobacter italicus,171,171,98%,1e-50,46.52,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_044018780.1?report=genbank&log$=prottop&blast_rank=139&RID=96KSZWM4016"",""WP_044018780.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus shirakamiensis],Paenibacillus shirakamiensis,171,171,98%,1e-50,44.92,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209866138.1?report=genbank&log$=prottop&blast_rank=140&RID=96KSZWM4016"",""WP_209866138.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus allorhizosphaerae],Paenibacillus allorhizosphaerae,171,171,98%,2e-50,48.94,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218102675.1?report=genbank&log$=prottop&blast_rank=141&RID=96KSZWM4016"",""WP_218102675.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Vallitalea okinawensis],Vallitalea okinawensis,171,171,98%,2e-50,45.74,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105616700.1?report=genbank&log$=prottop&blast_rank=142&RID=96KSZWM4016"",""WP_105616700.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Thermoanaerobacter kivui],Thermoanaerobacter kivui,170,170,98%,2e-50,46.52,225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_049685725.1?report=genbank&log$=prottop&blast_rank=143&RID=96KSZWM4016"",""WP_049685725.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus qinlingensis],Paenibacillus qinlingensis,171,171,100%,2e-50,47.62,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_173121275.1?report=genbank&log$=prottop&blast_rank=144&RID=96KSZWM4016"",""WP_173121275.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Pseudalkalibacillus decolorationis],Pseudalkalibacillus decolorationis,170,170,100%,2e-50,46.56,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_257351207.1?report=genbank&log$=prottop&blast_rank=145&RID=96KSZWM4016"",""WP_257351207.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Thermoanaerobacter siderophilus],Thermoanaerobacter siderophilus,170,170,98%,3e-50,46.52,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_006569561.1?report=genbank&log$=prottop&blast_rank=146&RID=96KSZWM4016"",""WP_006569561.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Tissierella creatinophila],Tissierella creatinophila,170,170,100%,3e-50,48.15,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_075727475.1?report=genbank&log$=prottop&blast_rank=147&RID=96KSZWM4016"",""WP_075727475.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus tianmuensis],Paenibacillus tianmuensis,171,171,100%,3e-50,47.09,251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090674706.1?report=genbank&log$=prottop&blast_rank=148&RID=96KSZWM4016"",""WP_090674706.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus tyrfis],Paenibacillus tyrfis,171,171,100%,3e-50,47.62,251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036691370.1?report=genbank&log$=prottop&blast_rank=149&RID=96KSZWM4016"",""WP_036691370.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus elgii],Paenibacillus elgii,171,171,100%,3e-50,47.62,251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_063187755.1?report=genbank&log$=prottop&blast_rank=150&RID=96KSZWM4016"",""WP_063187755.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus solanacearum],Paenibacillus solanacearum,170,170,98%,4e-50,49.47,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218095083.1?report=genbank&log$=prottop&blast_rank=151&RID=96KSZWM4016"",""WP_218095083.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Thermoanaerobacter uzonensis],Thermoanaerobacter uzonensis,169,169,98%,4e-50,45.99,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072968193.1?report=genbank&log$=prottop&blast_rank=152&RID=96KSZWM4016"",""WP_072968193.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Thermoclostridium stercorarium],Thermoclostridium stercorarium,170,170,98%,4e-50,48.40,246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015360175.1?report=genbank&log$=prottop&blast_rank=153&RID=96KSZWM4016"",""WP_015360175.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Brevibacillus fulvus],Brevibacillus fulvus,169,169,100%,4e-50,45.50,225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_239565559.1?report=genbank&log$=prottop&blast_rank=154&RID=96KSZWM4016"",""WP_239565559.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus pectinilyticus],Paenibacillus pectinilyticus,170,170,100%,5e-50,47.62,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_065858873.1?report=genbank&log$=prottop&blast_rank=155&RID=96KSZWM4016"",""WP_065858873.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus filicis],Paenibacillus filicis,170,170,100%,5e-50,46.03,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_269885823.1?report=genbank&log$=prottop&blast_rank=156&RID=96KSZWM4016"",""WP_269885823.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus algicola],Paenibacillus algicola,170,170,98%,5e-50,46.52,250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138227121.1?report=genbank&log$=prottop&blast_rank=157&RID=96KSZWM4016"",""WP_138227121.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus allorhizoplanae],Paenibacillus allorhizoplanae,170,170,100%,7e-50,47.62,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_236292828.1?report=genbank&log$=prottop&blast_rank=158&RID=96KSZWM4016"",""WP_236292828.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus],Paenibacillus,169,169,100%,7e-50,47.89,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127457522.1?report=genbank&log$=prottop&blast_rank=159&RID=96KSZWM4016"",""WP_127457522.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Thermoanaerobacter thermocopriae],Thermoanaerobacter thermocopriae,169,169,98%,8e-50,45.99,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028992433.1?report=genbank&log$=prottop&blast_rank=160&RID=96KSZWM4016"",""WP_028992433.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus oryzisoli],Paenibacillus oryzisoli,169,169,100%,9e-50,48.95,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068661890.1?report=genbank&log$=prottop&blast_rank=161&RID=96KSZWM4016"",""WP_068661890.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus],Paenibacillus,169,169,100%,9e-50,47.89,253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157326741.1?report=genbank&log$=prottop&blast_rank=162&RID=96KSZWM4016"",""WP_157326741.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Niameybacter massiliensis],Niameybacter massiliensis,169,169,98%,9e-50,44.92,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_242847637.1?report=genbank&log$=prottop&blast_rank=163&RID=96KSZWM4016"",""WP_242847637.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Brevibacillus migulae],Brevibacillus migulae,169,169,100%,1e-49,42.33,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_134686819.1?report=genbank&log$=prottop&blast_rank=164&RID=96KSZWM4016"",""WP_134686819.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Alkalihalobacillus bogoriensis],Alkalihalobacillus bogoriensis,169,169,98%,1e-49,43.85,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_026673534.1?report=genbank&log$=prottop&blast_rank=165&RID=96KSZWM4016"",""WP_026673534.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerosporobacter faecicola],Anaerosporobacter faecicola,168,168,98%,1e-49,46.52,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_167957714.1?report=genbank&log$=prottop&blast_rank=166&RID=96KSZWM4016"",""WP_167957714.1"")"
N-acetylmuramoyl-L-alanine amidase CwlD [Paenibacillus farraposensis],Paenibacillus farraposensis,169,169,98%,2e-49,46.52,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_229522618.1?report=genbank&log$=prottop&blast_rank=167&RID=96KSZWM4016"",""WP_229522618.1"")"
