taxid,family,genus_species,helix_5_occupancy_75_max,amr_fullname,amr_phylum,amr_family,amr_pathogenicity,amr_gram_status
>2267833,Rhizobiaceae,Rhizobium oryzihabitans,45,Pseudomonas oryzihabitans,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>1876515,Notoacmeibacteraceae,Notoacmeibacter marinus,45,Notoacmeibacter marinus,Pseudomonadota,Notoacmeibacteraceae,Non-pathogenic,Gram-negative
>1920512,Pleomorphomonadaceae,Oharaeibacter diazotrophicus,45,Oharaeibacter diazotrophicus,Pseudomonadota,Pleomorphomonadaceae,Non-pathogenic,Gram-negative
>937218,Aurantimonadaceae,Fulvimarina manganoxydans,45,Fulvimarina manganoxydans,Pseudomonadota,Aurantimonadaceae,Non-pathogenic,Gram-negative
>358,Rhizobiaceae,Agrobacterium tumefaciens,45,Agrobacterium radiobacter,Pseudomonadota,Rhizobiaceae,Pathogenic,Gram-negative
>648995,Rhizobiaceae,Agrobacterium pusense,45,Agrobacterium pusense,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>1744844,Aurantimonadaceae,Aureimonas pseudogalii,45,Aureimonas pseudogalii,Pseudomonadota,Aurantimonadaceae,Potentially pathogenic,Gram-negative
>335020,Phyllobacteriaceae,Mesorhizobium albiziae,45,Mesorhizobium albiziae,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
>147266,Rhizobiaceae,Agrobacterium albertimagni,46,Fusobacterium animalis,Fusobacteriota,Fusobacteriaceae,Potentially pathogenic,Gram-negative
>2883104,Rhizobiaceae,Neorhizobium xiangyangii,45,Neorhizobium xiangyangii,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>453840,Phyllobacteriaceae,Aliihoeflea aestuarii,45,Aliihoeflea aestuarii,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
>274592,Phyllobacteriaceae,Hoeflea marina,45,Hoeflea marina,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>2052828,Rhizobiaceae,Agrobacterium bohemicum,45,Agrobacterium bohemicum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>187304,Stappiaceae,Roseibium aggregatum,45,Roseibium aggregatum,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>2846851,Rhizobiaceae,Rhizobium alarense,45,Agrobacterium radiobacter,Pseudomonadota,Rhizobiaceae,Pathogenic,Gram-negative
>2528239,Rhizobiaceae,Agrobacterium cavarae,45,Agrobacterium cavarae,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>464029,Rhizobiaceae,Xaviernesmea oryzae,45,Allorhizobium oryzae,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>160699,Rhizobiaceae,Agrobacterium larrymoorei,45,Agrobacterium larrymoorei,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>2561934,Parvibaculaceae,Rhodoligotrophos defluvii,45,Rhodoligotrophos defluvii,Pseudomonadota,Parvibaculaceae,Non-pathogenic,Gram-negative
>204799,Phyllobacteriaceae,Nitratireductor aquibiodomus,45,Nitratireductor aquibiodomus,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
>2341112,Rhizobiaceae,Georhizobium profundi,45,Georhizobium profundi,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>150831,Stappiaceae,Roseibium hamelinense,45,Roseibium hamelinense,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>714899,Phyllobacteriaceae,Hoeflea halophila,45,Hoeflea halophila,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>515947,Phyllobacteriaceae,Chelativorans intermedius,45,Chelativorans intermedius,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
>1079109,Rhizobiaceae,Pseudorhizobium tarimense,45,Pseudorhizobium tarimense,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>537017,Kaistiaceae,Kaistia terrae,45,Kaistia terrae,Pseudomonadota,Kaistiaceae,Non-pathogenic,Gram-negative
>659017,Rhizobiaceae,Shinella daejeonensis,45,Shinella daejeonensis,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>2448161,Phyllobacteriaceae,Nitratireductor alexandrii,45,Nitratireductor alexandrii,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
>28099,Rhizobiaceae,Agrobacterium rubi,45,Agrobacterium rubi,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>2854036,Phyllobacteriaceae,Nitratireductor rhodophyticola,45,Nitratireductor rhodophyticola,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
>2067569,Stappiaceae,Pannonibacter carbonis,45,Pannonibacter carbonis,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>399,Rhizobiaceae,Neorhizobium galegae,45,Neorhizobium galegae,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>67774,Rhizobiaceae,Neorhizobium huautlense,45,Neorhizobium huautlense,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>2803841,Stappiaceae,Roseibium litorale,45,Roseibium litorale,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>735517,Stappiaceae,Roseibium suaedae,45,Roseibium suaedae,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>1514904,Ahrensiaceae,Ahrensia marina,45,Ahrensia marina,Pseudomonadota,Ahrensiaceae,Non-pathogenic,Gram-negative
>379684,Rhizobiaceae,Rhizobium pseudoryzae,45,Allorhizobium pseudoryzae,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>363259,Kaistiaceae,Kaistia granuli,45,Kaistia granuli,Pseudomonadota,Kaistiaceae,Non-pathogenic,Gram-negative
>2735553,Pleomorphomonadaceae,Chthonobacter rhizosphaerae,46,Chthonobacter rhizosphaerae,Pseudomonadota,Pleomorphomonadaceae,Non-pathogenic,Gram-negative
>472175,Phyllobacteriaceae,Nitratireductor basaltis,45,Nitratireductor basaltis,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
>690585,Rhizobiaceae,Neorhizobium vignae,45,Neorhizobium vignae,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>1191678,Rhizobiaceae,Pseudorhizobium endolithicum,45,Pseudorhizobium endolithicum,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>2758565,Stappiaceae,Stappia albiluteola,45,Stappia albiluteola,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>55518,Rhodospirillaceae,Magnetospirillum gryphiswaldense,45,Magnetospirillum gryphiswaldense,Pseudomonadota,Rhodospirillaceae,Non-pathogenic,Gram-negative
>2859785,Rhizobiaceae,Rhizobium populisoli,45,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>424757,Aurantimonadaceae,Aureimonas frigidaquae,45,Aureimonas frigidaquae,Pseudomonadota,Aurantimonadaceae,Potentially pathogenic,Gram-negative
>451876,Rhizobiaceae,Rhizobium rhizoryzae,45,Rhizobium rhizoryzae,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>1395944,Rhizobiaceae,Rhizobium smilacinae,45,Rhizobium smilacinae,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>410841,Kaistiaceae,Kaistia defluvii,45,Kaistia defluvii,Pseudomonadota,Kaistiaceae,Non-pathogenic,Gram-negative
>2571221,Stappiaceae,Roseibium polysiphoniae,45,Roseibium polysiphoniae,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>1166683,Rhizobiaceae,Rhizobium cauense,45,Rhizobium cauense,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>501024,Rhizobiaceae,Rhizobium tibeticum,45,Rhizobium tibeticum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>121719,Stappiaceae,Pannonibacter phragmitetus,45,Pannonibacter phragmitetus,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>182270,Aurantimonadaceae,Aurantimonas coralicida,45,Aurantimonas coralicida,Pseudomonadota,Aurantimonadaceae,Potentially pathogenic,Gram-negative
>651183,Aurantimonadaceae,Aurantimonas manganoxydans,45,Aurantimonas coralicida,Pseudomonadota,Aurantimonadaceae,Potentially pathogenic,Gram-negative
>2555902,Propylenellaceae,Propylenella binzhouense,45,Propylenella binzhouense,Pseudomonadota,Afifellaceae,Non-pathogenic,Gram-negative
>2976980,Phyllobacteriaceae,Nitratireductor luteus,45,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>515947,Phyllobacteriaceae,Chelativorans intermedius,45,Chelativorans intermedius,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
>2093828,Rhizobiaceae,Neorhizobium tomejilense,45,Neorhizobium tomejilense,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>991904,Paracoccaceae,Polymorphum gilvum,45,Polymorphum gilvum,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>311410,Stappiaceae,Roseibium album,45,Roseibium album,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>281252,Stappiaceae,Roseibium marinum,45,Roseibium marinum,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>1323746,Stappiaceae,Roseibium aquae,45,Roseibium aquae,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>2781738,Phyllobacteriaceae,Aquamicrobium zhengzhouense,45,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>388408,Stappiaceae,Roseibium alexandrii,45,Roseibium alexandrii,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>1233081,Rhizobiaceae,Pseudorhizobium halotolerans,45,Pseudorhizobium halotolerans,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>2171756,Rhizobiaceae,Rhizobium terrae,45,Rhizobium terrae,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>2547961,Rhizobiaceae,Rhizobium deserti,45,Agrobacterium radiobacter,Pseudomonadota,Rhizobiaceae,Pathogenic,Gram-negative
>528178,Rhizobiaceae,Neorhizobium alkalisoli,45,Neorhizobium alkalisoli,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>1335061,Rhizobiaceae,Pseudorhizobium flavum,45,Pseudorhizobium flavum,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>1864509,Rhizobiaceae,Rhizobium altiplani,45,Rhizobium altiplani,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>78527,Rhizobiaceae,Allorhizobium undicola,45,Allorhizobium undicola,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>1565040,Hyphomicrobiaceae,Limoniibacter endophyticus,45,Limoniibacter endophyticus,Pseudomonadota,Hyphomicrobiaceae,Non-pathogenic,Gram-negative
>2994654,Kaistiaceae,Kaistia nematophila,45,Klebsiella pneumoniae rhinoscleromatis,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2682781,Phyllobacteriaceae,Mesorhizobium microcysteis,45,Mesorhizobium microcysteis,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
>1125847,Rhizobiaceae,Pseudorhizobium banfieldiae,45,Pseudorhizobium banfieldiae,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>2816037,Stappiaceae,Roseibium limicola,45,Roseibium limicola,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>1496690,Rhizobiaceae,Pseudorhizobium marinum,45,Pseudorhizobium marinum,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>1214924,Rhizobiaceae,Rhizobium lemnae,45,Rhizobium lemnae,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>2663029,Rhizobiaceae,Endobacterium cereale,45,Endobacterium cereale,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>2670375,Notoacmeibacteraceae,Notoacmeibacter ruber,45,Notoacmeibacter ruber,Pseudomonadota,Notoacmeibacteraceae,Non-pathogenic,Gram-negative
>887144,Rhizobiaceae,Allorhizobium taibaishanense,45,Allorhizobium taibaishanense,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>29450,Rhizobiaceae,Rhizobium leucaenae,45,Rhizobium leucaenae,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>384,Rhizobiaceae,Rhizobium leguminosarum,45,Rhizobium leguminosarum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>1737357,Rhizobiaceae,Rhizobium wenxiniae,45,Rhizobium wenxiniae,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>1813451,Rhizobiaceae,Peteryoungia desertarenae,45,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>363754,Rhizobiaceae,Rhizobium freirei,45,Rhizobium freirei,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>990285,Rhizobiaceae,Rhizobium grahamii,45,Rhizobium grahamii,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>410839,Kaistiaceae,Kaistia geumhonensis,45,Kaistia geumhonensis,Pseudomonadota,Kaistiaceae,Non-pathogenic,Gram-negative
>466044,Stappiaceae,Pannonibacter indicus,45,Pannonibacter indicus,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>166954,Kaistiaceae,Kaistia adipata,45,Kaistia adipata,Pseudomonadota,Kaistiaceae,Non-pathogenic,Gram-negative
>2696469,Aurantimonadaceae,Jiella pacifica,45,Jiella pacifica,Pseudomonadota,Aurantimonadaceae,Non-pathogenic,Gram-negative
>2692190,Stappiaceae,Stappia sediminis,45,Staphylococcus pseudintermedius,Bacillota,Staphylococcaceae,Pathogenic,Gram-positive
>475067,Phyllobacteriaceae,Mesorhizobium alhagi,45,Mesorhizobium alhagi,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
>1312183,Rhizobiaceae,Rhizobium jaguaris,45,Rhizobium jaguaris,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>57676,Rhizobiaceae,Rhizobium mongolense,45,Rhizobium mongolense,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>2593653,Parvibaculaceae,Kaustia mangrovi,45,Chryseobacterium anthropi,Bacteroidota,Weeksellaceae,Pathogenic,Gram-negative
>665467,Kaistiaceae,Bauldia litoralis,46,Bauldia litoralis,Pseudomonadota,Kaistiaceae,Non-pathogenic,Gram-negative
>50338,Rhizobiaceae,Rhizobium sullae,45,Rhizobium sullae,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>56730,Rhizobiaceae,Rhizobium gallicum,45,Rhizobium gallicum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>2503024,Rhizobiaceae,Neorhizobium lilium,45,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>393664,Rhizobiaceae,Rhizobium cellulosilyticum,45,Rhizobium cellulosilyticum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>714899,Phyllobacteriaceae,Hoeflea halophila,45,Hoeflea halophila,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>1136135,Rhizobiaceae,Rhizobium azibense,45,Rhizobium gallicum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>2509717,Rhizobiaceae,Ciceribacter ferrooxidans,45,Corynebacterium afermentans afermentans,Actinomycetota,Corynebacteriaceae,Pathogenic,Gram-positive
>396,Rhizobiaceae,Rhizobium phaseoli,45,Rhizobium phaseoli,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>561088,Phyllobacteriaceae,Aquamicrobium aerolatum,45,Aquamicrobium aerolatum,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
>384,Rhizobiaceae,Rhizobium leguminosarum,45,Rhizobium leguminosarum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>2816857,Aurantimonadaceae,Jiella flava,45,Jiella flava,Pseudomonadota,Aurantimonadaceae,Non-pathogenic,Gram-negative
>1080,Afifellaceae,Afifella marina,45,Afifella marina,Pseudomonadota,Afifellaceae,Non-pathogenic,Gram-negative
>1293440,Kaistiaceae,Kaistia hirudinis,45,Kaistia hirudinis,Pseudomonadota,Kaistiaceae,Non-pathogenic,Gram-negative
>2600299,Stappiaceae,Roseibium aestuarii,45,Roseibium aestuarii,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>1775174,Stappiaceae,Roseibium sediminis,45,Roseibium sediminis,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>460060,Phyllobacteriaceae,Mesorhizobium shangrilense,45,Mesorhizobium shangrilense,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
>2041385,Rhizobiaceae,Rhizobium tumorigenes,45,Rhizobium tumorigenes,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>384,Rhizobiaceae,Rhizobium leguminosarum,45,Rhizobium leguminosarum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>293089,Aurantimonadaceae,Martelella mediterranea,45,Martelella mediterranea,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>410840,Kaistiaceae,Kaistia dalseonensis,45,Kaistia dalseonensis,Pseudomonadota,Kaistiaceae,Non-pathogenic,Gram-negative
>2692317,Rhizobiaceae,Rhizobium changzhiense,45,Rhizobium changzhiense,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>384,Rhizobiaceae,Rhizobium leguminosarum,45,Rhizobium leguminosarum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>384,Rhizobiaceae,Rhizobium leguminosarum,45,Rhizobium leguminosarum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>158891,Rhizobiaceae,Rhizobium indigoferae,45,Rhizobium indigoferae,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>29449,Rhizobiaceae,Rhizobium etli,45,Rhizobium etli,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>1285242,Rhodospirillaceae,Magnetospirillum marisnigri,45,Magnetospirillum marisnigri,Pseudomonadota,Rhodospirillaceae,Non-pathogenic,Gram-negative
>611300,Rhodospirillaceae,Magnetospirillum sulfuroxidans,45,Anaerobiospirillum succiniciproducens,Pseudomonadota,Succinivibrionaceae,Pathogenic,Gram-negative
>209897,Afifellaceae,Afifella pfennigii,45,Afifella pfennigii,Pseudomonadota,Afifellaceae,Non-pathogenic,Gram-negative
>384,Rhizobiaceae,Rhizobium leguminosarum,45,Rhizobium leguminosarum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>384,Rhizobiaceae,Rhizobium leguminosarum,45,Rhizobium leguminosarum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>2816856,Aurantimonadaceae,Jiella sonneratiae,45,Jiella sonneratiae,Pseudomonadota,Aurantimonadaceae,Non-pathogenic,Gram-negative
>84159,Rhodospirillaceae,Magnetospirillum magneticum,45,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>1105283,Rhodospirillaceae,Magnetospirillum aberrantis,45,Magnetospirillum aberrantis,Pseudomonadota,Rhodospirillaceae,Non-pathogenic,Gram-negative
>1535242,Rhizobiaceae,Rhizobium sophorae,45,Rhizobium sophorae,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>484088,Rhizobiaceae,Rhizobium tubonense,45,Rhizobium tubonense,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>1387186,Rhizobiaceae,Rhizobium straminoryzae,45,Rhizobium straminoryzae,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>261934,Pleomorphomonadaceae,Pleomorphomonas oryzae,45,Pleomorphomonas oryzae,Pseudomonadota,Pleomorphomonadaceae,Non-pathogenic,Gram-negative
>364296,Rhodobiaceae,Rhodobium gokarnense,45,Rhodobium gokarnense,Pseudomonadota,Rhodobiaceae,Non-pathogenic,Gram-negative
>197461,Stappiaceae,Pseudovibrio exalbescens,45,Pseudovibrio exalbescens,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>1522175,Aurantimonadaceae,Aurantimonas endophytica,45,Aurantimonas endophytica,Pseudomonadota,Aurantimonadaceae,Potentially pathogenic,Gram-negative
>1138194,Rhizobiaceae,Rhizobium lentis,45,Rhizobium lentis,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>188,Rhodospirillaceae,Magnetospirillum magnetotacticum,45,Magnetospirillum magnetotacticum,Pseudomonadota,Rhodospirillaceae,Non-pathogenic,Gram-negative
>384,Rhizobiaceae,Rhizobium leguminosarum,45,Rhizobium leguminosarum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>1673,Rhizobiaceae,Rhizobium viscosum,45,Rhizobium viscosum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>358,Rhizobiaceae,Agrobacterium tumefaciens,45,Agrobacterium radiobacter,Pseudomonadota,Rhizobiaceae,Pathogenic,Gram-negative
>358,Rhizobiaceae,Agrobacterium tumefaciens,45,Agrobacterium radiobacter,Pseudomonadota,Rhizobiaceae,Pathogenic,Gram-negative
>1437059,Rhodospirillaceae,Magnetospirillum moscoviense,45,Magnetospirillum moscoviense,Pseudomonadota,Rhodospirillaceae,Non-pathogenic,Gram-negative
>1079800,Rhizobiaceae,Rhizobium mesoamericanum,45,Rhizobium mesoamericanum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>2792015,Rhizobiaceae,Agrobacterium leguminum,45,Agrobacterium leguminum,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>2047720,Aurantimonadaceae,Aurantimonas aggregata,45,Aurantimonas aggregata,Pseudomonadota,Aurantimonadaceae,Potentially pathogenic,Gram-negative
>257440,Pleomorphomonadaceae,Pleomorphomonas koreensis,45,Pleomorphomonas koreensis,Pseudomonadota,Pleomorphomonadaceae,Non-pathogenic,Gram-negative
>2182425,Rhizobiaceae,Rhizobium album,45,Rhizobium album,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
>2558362,Aurantimonadaceae,Jiella endophytica,45,Jiella endophytica,Pseudomonadota,Aurantimonadaceae,Non-pathogenic,Gram-negative
>2583532,Aurantimonadaceae,Martelella lutilitoris,45,Martelella lutilitoris,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
>2821844,Stappiaceae,Hongsoonwoonella zoysiae,45,Hongsoonwoonella zoysiae,Pseudomonadota,Stappiaceae,Non-pathogenic,Gram-negative
>2066697,Aurantimonadaceae,Mangrovicella endophytica,45,Mangrovicella endophytica,Pseudomonadota,Aurantimonadaceae,Non-pathogenic,Gram-negative
